Date,h=1,h=3,h=12
Aug-09,0.801074925,0.925789796,0.979799467
Sep-09,0.767296721,0.89527685,0.962997877
Oct-09,0.742617201,0.873612113,0.950171834
Nov-09,0.726731767,0.857099101,0.941490304
Dec-09,0.718283606,0.849023376,0.937670979
Jan-10,0.725746043,0.851880154,0.93684384
Feb-10,0.723061599,0.85119421,0.935905865
Mar-10,0.723641782,0.848467014,0.93287265
Apr-10,0.708992713,0.833468465,0.927416526
May-10,0.704489121,0.827148532,0.92683838
Jun-10,0.671855644,0.803385353,0.916784379
Jul-10,0.656360977,0.789470542,0.906868781
Aug-10,0.641713578,0.776736539,0.898836556
Sep-10,0.634189698,0.770111648,0.8950957
Oct-10,0.636098699,0.771773933,0.896575966
Nov-10,0.642965366,0.774361796,0.893714017
Dec-10,0.684394627,0.798874273,0.897276408
Jan-11,0.67032634,0.790497568,0.895262293
Feb-11,0.667875564,0.789682899,0.896490842
Mar-11,0.660425548,0.784602282,0.896745082
Apr-11,0.654195108,0.779393809,0.894490622
May-11,0.648445385,0.776436891,0.895895279
Jun-11,0.645077934,0.773463761,0.893753362
Jul-11,0.651746591,0.778945665,0.895676836
Aug-11,0.653385377,0.783243282,0.90087061
Sep-11,0.643290719,0.774939022,0.896462373
Oct-11,0.634601967,0.766274266,0.89176337
Nov-11,0.62328878,0.754803331,0.886393209
Dec-11,0.615442406,0.74543542,0.878578923
Jan-12,0.607802639,0.737476456,0.872341711
Feb-12,0.593343688,0.725629264,0.866907716
Mar-12,0.590223001,0.721959495,0.86513719
Apr-12,0.584243733,0.718048446,0.865011561
May-12,0.586693992,0.721562335,0.867089513
Jun-12,0.587964338,0.72233158,0.86780236
Jul-12,0.595590921,0.727846971,0.869910634
Aug-12,0.604652129,0.735168456,0.870301785
Sep-12,0.601600601,0.730710102,0.866427222
Oct-12,0.603635305,0.72890845,0.863406016
Nov-12,0.617639613,0.735541804,0.8639024
Dec-12,0.632442515,0.741160413,0.865374298
Jan-13,0.644137802,0.748412156,0.870185594
Feb-13,0.621472293,0.742555016,0.871914479
Mar-13,0.604953171,0.73457427,0.870078239
Apr-13,0.580120044,0.713996781,0.862680508
May-13,0.569998634,0.70430763,0.859077886
Jun-13,0.563479794,0.697446762,0.856707979
Jul-13,0.567128453,0.697640624,0.856990357
Aug-13,0.56079468,0.692418274,0.854448299
Sep-13,0.549803653,0.683130207,0.848976401
Oct-13,0.555800161,0.6851117,0.847998897
Nov-13,0.558229067,0.687975652,0.847618039
Dec-13,0.563748156,0.69132053,0.847491293
Jan-14,0.575938004,0.697877794,0.847620204
Feb-14,0.573330226,0.696309653,0.846041463
Mar-14,0.561342534,0.686696451,0.83991686
Apr-14,0.550589168,0.679301999,0.836515905
May-14,0.545062383,0.676523806,0.836351827
Jun-14,0.549497815,0.681379846,0.840171197
Jul-14,0.563694742,0.693900665,0.84773748
Aug-14,0.576873779,0.707722331,0.857110626
Sep-14,0.584529209,0.716668829,0.863523528
Oct-14,0.599827487,0.731059839,0.872691419
Nov-14,0.621728725,0.751361088,0.884646522
Dec-14,0.644878389,0.775816496,0.899736685
Jan-15,0.669145588,0.799434234,0.912420217
Feb-15,0.684563486,0.817152755,0.923503429
Mar-15,0.683334702,0.813954516,0.920816646
Apr-15,0.66880443,0.801493602,0.918295227
May-15,0.658633022,0.792972048,0.914815983
Jun-15,0.643766889,0.779452325,0.909024688
Jul-15,0.637561085,0.775275815,0.909094605
Aug-15,0.631117557,0.770804262,0.905988763
Sep-15,0.632929085,0.771468206,0.903854961
Oct-15,0.63058078,0.769261143,0.900061907
Nov-15,0.641614394,0.776604896,0.901366684
Dec-15,0.667833476,0.790874159,0.901671705
Jan-16,0.659732239,0.78652855,0.901243848
Feb-16,0.651288492,0.779361588,0.900631544
Mar-16,0.644502012,0.775020956,0.901260285
Apr-16,0.623719821,0.755701422,0.889928994
May-16,0.605735929,0.740610269,0.883280172
Jun-16,0.592324782,0.729634352,0.879252708
Jul-16,0.585145477,0.725387293,0.880253447
Aug-16,0.579645121,0.718463159,0.87514294
Sep-16,0.574128563,0.713053974,0.872360817
Oct-16,0.576230762,0.715800587,0.875594515
Nov-16,0.584656198,0.723940865,0.881019972
Dec-16,0.589386138,0.72677019,0.881789629
Jan-17,0.586738952,0.721578017,0.875060437
Feb-17,0.587901186,0.720788148,0.872379212
Mar-17,0.588850916,0.721830713,0.873868137
Apr-17,0.58566744,0.718825791,0.872016347
May-17,0.58044528,0.71649257,0.870883228
Jun-17,0.574855081,0.711711469,0.867153757
Jul-17,0.572404247,0.708657457,0.864661168
Aug-17,0.578601629,0.7129624,0.864504865
Sep-17,0.587635035,0.718259942,0.865131758
Oct-17,0.592154408,0.721210799,0.867112387
Nov-17,0.579772757,0.714219393,0.866402189
Dec-17,0.575573857,0.710626156,0.865130999
Jan-18,0.581466891,0.71455345,0.867699427
Feb-18,0.585053176,0.717021803,0.869876191
Mar-18,0.578335696,0.711222976,0.86552401
Apr-18,0.578861129,0.707661424,0.861476049
May-18,0.581254464,0.707780119,0.861069882
Jun-18,0.564764454,0.698043896,0.858756686
Jul-18,0.555257153,0.692331838,0.856139957
Aug-18,0.553761822,0.692217374,0.856787128
Sep-18,0.557787462,0.697311274,0.859462273
Oct-18,0.566449022,0.70690088,0.865390678
Nov-18,0.585489349,0.725233064,0.877506494
Dec-18,0.606383334,0.740649587,0.881591118
Jan-19,0.609213706,0.743271252,0.883061424
Feb-19,0.606655517,0.740615798,0.881739261
Mar-19,0.601765573,0.736071338,0.879608622
Apr-19,0.607470379,0.738402163,0.880539491
May-19,0.598845307,0.734547729,0.881174676
Jun-19,0.59721105,0.734276098,0.88408798
Jul-19,0.596167806,0.733430638,0.88400734
Aug-19,0.602794371,0.738641749,0.886835994
Sep-19,0.614266581,0.746204818,0.889843116
Oct-19,0.631035162,0.759757377,0.896664056
Nov-19,0.659453571,0.781610866,0.907770912
Dec-19,0.69107051,0.80688287,0.918286214
Jan-20,0.746596362,0.847541638,0.935348423
Feb-20,0.837458596,0.910667929,0.961956003
Mar-20,1.024058353,1.013332367,0.997082615
Apr-20,0.875220409,0.942043634,0.979824164
May-20,0.788755468,0.887751488,0.960119764
Jun-20,0.738776397,0.853150843,0.946693746
