"date","PCA1"
1990-11-02,1.80497096241092
1990-11-05,1.79081796446357
1990-11-06,1.77724928140028
1990-11-07,1.77607642174264
1990-11-08,1.81350398375782
1990-11-09,1.8190677185091
1990-11-12,1.81387902605747
1990-11-13,1.78031708404933
1990-11-14,1.77408929666785
1990-11-15,1.731364069322
1990-11-16,1.69786013258428
1990-11-19,1.68646609643884
1990-11-20,1.6477894438377
1990-11-21,1.67051913420702
1990-11-23,1.68185594574836
1990-11-26,1.69585037087126
1990-11-27,1.70284941960684
1990-11-28,1.80153342180258
1990-11-29,1.75186954515574
1990-11-30,1.71310019822329
1990-12-03,1.64743483562276
1990-12-04,1.6433551181704
1990-12-05,1.65313846381107
1990-12-06,1.67268151397793
1990-12-07,1.62169241859491
1990-12-10,1.67954483923329
1990-12-11,1.67552803206317
1990-12-12,1.67617200757804
1990-12-13,1.68375027913027
1990-12-14,1.69349793410278
1990-12-17,1.74902386087396
1990-12-18,1.76093712181015
1990-12-19,1.74266785412415
1990-12-20,1.73707472646684
1990-12-21,1.75531364591491
1990-12-24,1.85405429277536
1990-12-26,1.89272967572159
1990-12-27,1.8731739278227
1990-12-28,1.90358668691711
1990-12-31,1.87395197614422
1991-01-02,1.87307734912415
1991-01-03,1.86106640945116
1991-01-04,1.84141318271675
1991-01-07,1.91779714362487
1991-01-08,1.9523040972453
1991-01-09,1.99933402855775
1991-01-10,1.99295574676523
1991-01-11,2.01770215065895
1991-01-14,2.05688159691336
1991-01-15,2.04939644992798
1991-01-16,2.02525674380292
1991-01-17,1.84290851698045
1991-01-18,1.84469306134844
1991-01-21,1.79588612331638
1991-01-22,1.77806341889101
1991-01-23,1.76101524022735
1991-01-24,1.7303808135945
1991-01-25,1.73855455574187
1991-01-28,1.70889070181586
1991-01-29,1.70225359248237
1991-01-30,1.66502791570903
1991-01-31,1.65989366472594
1991-02-01,1.62806311591021
1991-02-04,1.61603542605142
1991-02-05,1.6162590804287
1991-02-06,1.61431806976775
1991-02-07,1.64933924129515
1991-02-08,1.64263625195216
1991-02-11,1.65023648705337
1991-02-12,1.67429119835996
1991-02-13,1.66439965822376
1991-02-14,1.66612467821316
1991-02-15,1.65313400939296
1991-02-19,1.66561538261475
1991-02-20,1.6570522471877
1991-02-21,1.68948622826368
1991-02-22,1.70777696240386
1991-02-25,1.73489624005621
1991-02-26,1.7058048967555
1991-02-27,1.70611893787373
1991-02-28,1.69463502283379
1991-03-01,1.76435620243441
1991-03-04,1.73568793609988
1991-03-05,1.71478620811587
1991-03-06,1.77651840660336
1991-03-07,1.781656355611
1991-03-08,1.75889249199845
1991-03-11,1.74438662369768
1991-03-12,1.74052775525227
1991-03-13,1.73263969876559
1991-03-14,1.7325519630479
1991-03-15,1.72449621809877
1991-03-18,1.77216143840664
1991-03-19,1.82640717587499
1991-03-20,1.8078285067296
1991-03-21,1.79282293930263
1991-03-22,1.79584598877055
1991-03-25,1.78811718347272
1991-03-26,1.90773869028066
1991-03-27,1.87249963982509
1991-03-28,1.84524513800598
1991-04-01,1.83976022235677
1991-04-02,1.8418022817895
1991-04-03,1.86893255926586
1991-04-04,1.83009107861511
1991-04-05,1.81164012579115
1991-04-08,1.80081304619512
1991-04-09,1.83806301964513
1991-04-10,1.87372982848285
1991-04-11,1.87051688376054
1991-04-12,1.85369370910962
1991-04-15,1.8564287334842
1991-04-16,1.84308837744987
1991-04-17,1.83201674386248
1991-04-18,1.83421140493348
1991-04-19,1.86270218038022
1991-04-22,1.87494304989294
1991-04-23,1.86870678534973
1991-04-24,1.887906283741
1991-04-25,1.89573720756697
1991-04-26,1.91349174543509
1991-04-29,1.91554656033127
1991-04-30,1.91752841868559
1991-05-01,1.91032345376584
1991-05-02,1.89252041960157
1991-05-03,1.84810345259084
1991-05-06,1.84386315619507
1991-05-07,1.81424107925278
1991-05-08,1.83483345674339
1991-05-09,1.8288516275916
1991-05-10,1.80930478711885
1991-05-13,1.78035129265334
1991-05-14,1.75543516058412
1991-05-15,1.73001263500896
1991-05-16,1.71736420104761
1991-05-17,1.73970558237365
1991-05-20,1.71049186814517
1991-05-21,1.67541687440522
1991-05-22,1.66914077768358
1991-05-23,1.68146291053145
1991-05-24,1.65874085939534
1991-05-28,1.6662273472369
1991-05-29,1.6813761142935
1991-05-30,1.6653104928078
1991-05-31,1.6952006703676
1991-06-03,1.75781043669255
1991-06-04,1.76718220614637
1991-06-05,1.78626391806931
1991-06-06,1.80813181604607
1991-06-07,1.83973500275074
1991-06-10,1.85613377119839
1991-06-11,1.86074048541391
1991-06-12,1.89163278151833
1991-06-13,1.86708059379701
1991-06-14,1.8421059169657
1991-06-17,1.83649761147314
1991-06-18,1.82477490651266
1991-06-19,1.80791774760177
1991-06-20,1.77983631187285
1991-06-21,1.79735852804949
1991-06-24,1.81695517377109
1991-06-25,1.81352385300117
1991-06-26,1.79990194724947
1991-06-27,1.77645213707968
1991-06-28,1.796065647556
1991-07-01,1.81082588979099
1991-07-02,1.81161033357159
1991-07-03,1.80941587830064
1991-07-05,1.7837786088571
1991-07-08,1.79443145471194
1991-07-09,1.78650827867492
1991-07-10,1.77563509504106
1991-07-11,1.75927335482999
1991-07-12,1.70913771390825
1991-07-15,1.72115675886123
1991-07-16,1.71776486953718
1991-07-17,1.71286389073816
1991-07-18,1.70667643025797
1991-07-19,1.70165993948401
1991-07-22,1.69706081903108
1991-07-23,1.69930568055057
1991-07-24,1.68401733604971
1991-07-25,1.70156088893418
1991-07-26,1.69171231781506
1991-07-29,1.71221086240365
1991-07-30,1.70747455798741
1991-07-31,1.69469383355127
1991-08-01,1.70940713554063
1991-08-02,1.66991447770366
1991-08-05,1.66929607938481
1991-08-06,1.65330433737064
1991-08-07,1.67050647208242
1991-08-08,1.69111294059774
1991-08-09,1.70271578936464
1991-08-12,1.6653963474571
1991-08-13,1.67120204432655
1991-08-14,1.61730274566275
1991-08-15,1.63608256038449
1991-08-16,1.60789801095835
1991-08-19,1.70978064566584
1991-08-20,1.71333494888093
1991-08-21,1.65555108718095
1991-08-22,1.65474902447775
1991-08-23,1.63879287676182
1991-08-26,1.64360743011974
1991-08-27,1.6568346442929
1991-08-28,1.62506625178582
1991-08-29,1.6257519773104
1991-08-30,1.61838919712095
1991-09-03,1.62768781413618
1991-09-04,1.68151226680199
1991-09-05,1.69342239976819
1991-09-06,1.61798586240003
1991-09-09,1.602254146208
1991-09-10,1.60978780894563
1991-09-11,1.61611530746534
1991-09-12,1.64872022544644
1991-09-13,1.64468263856548
1991-09-16,1.63814090450062
1991-09-17,1.63391087976092
1991-09-18,1.63030520067791
1991-09-19,1.63923500115411
1991-09-20,1.64360732929676
1991-09-23,1.6241000225778
1991-09-24,1.61432187870389
1991-09-25,1.6132183012468
1991-09-26,1.62328446635581
1991-09-27,1.62040213972285
1991-09-30,1.63008395726961
1991-10-01,1.65187913536652
1991-10-02,1.66956732143786
1991-10-03,1.66745929126704
1991-10-04,1.66895111548344
1991-10-07,1.69057522506481
1991-10-08,1.69313553293242
1991-10-09,1.72441882374032
1991-10-10,1.75557065985697
1991-10-11,1.70859971130203
1991-10-14,1.72043157542526
1991-10-15,1.73933656737679
1991-10-16,1.74261948198053
1991-10-17,1.77253902902739
1991-10-18,1.77631152040716
1991-10-21,1.812650023261
1991-10-22,1.81412353398996
1991-10-23,1.81609791944698
1991-10-24,1.81071443083276
1991-10-25,1.79263444879828
1991-10-28,1.7878200563515
1991-10-29,1.76074278403219
1991-10-30,1.74514259013547
1991-10-31,1.73081558900933
1991-11-01,1.71325021868218
1991-11-04,1.71808363433447
1991-11-05,1.74255260019789
1991-11-06,1.70729318227505
1991-11-07,1.66119347409352
1991-11-08,1.66942094314096
1991-11-11,1.67337141077938
1991-11-12,1.67717531981397
1991-11-13,1.68697001967425
1991-11-14,1.66621259122093
1991-11-15,1.70140671164295
1991-11-18,1.70600456209137
1991-11-19,1.71276784077808
1991-11-20,1.70188022991954
1991-11-21,1.67165049387399
1991-11-22,1.68874088291407
1991-11-25,1.68820618929225
1991-11-26,1.70692655517891
1991-11-27,1.68259425216894
1991-11-29,1.69137476497833
1991-12-02,1.70527215289906
1991-12-03,1.69235845015705
1991-12-04,1.70490127477451
1991-12-05,1.71274598784542
1991-12-06,1.67560313356935
1991-12-09,1.6744271670156
1991-12-10,1.70962805963219
1991-12-11,1.72957691044894
1991-12-12,1.73852406446016
1991-12-13,1.74322876083939
1991-12-16,1.74041993514654
1991-12-17,1.70948965103335
1991-12-18,1.69508730766213
1991-12-19,1.69117565220348
1991-12-20,1.62596603783501
1991-12-23,1.64642170068447
1991-12-24,1.64543375755962
1991-12-26,1.65378141353102
1991-12-27,1.64537228693556
1991-12-30,1.68105756473338
1991-12-31,1.6903494633063
1992-01-02,1.73203573009436
1992-01-03,1.743819382346
1992-01-06,1.78510581818199
1992-01-07,1.80222488750452
1992-01-08,1.89928955295535
1992-01-09,1.92633518283354
1992-01-10,1.97139215535271
1992-01-13,2.07331478959109
1992-01-14,2.1619694597215
1992-01-15,2.2594714103773
1992-01-16,2.27082769345206
1992-01-17,2.28233155938235
1992-01-20,2.28221974180743
1992-01-21,2.26699035608925
1992-01-22,2.26626323743483
1992-01-23,2.30190629162223
1992-01-24,2.34943339341929
1992-01-27,2.36988521702536
1992-01-28,2.35648846794317
1992-01-29,2.35657080316744
1992-01-30,2.33146174675829
1992-01-31,2.32989787757737
1992-02-03,2.34647567455919
1992-02-04,2.2530822195118
1992-02-05,2.11348816898877
1992-02-06,2.00785141011126
1992-02-07,1.96024206974903
1992-02-10,1.93228490503999
1992-02-11,1.97849317549207
1992-02-12,2.01537616946103
1992-02-13,2.1343116070678
1992-02-14,2.11977662524723
1992-02-18,2.14611060165134
1992-02-19,2.15340264278932
1992-02-20,2.11692897485253
1992-02-21,2.18830199170494
1992-02-24,2.20234400600621
1992-02-25,2.21345004384964
1992-02-26,2.24715221508696
1992-02-27,2.31478383296494
1992-02-28,2.20577804888679
1992-03-02,2.30241866889501
1992-03-03,2.40163208502802
1992-03-04,2.43006378340832
1992-03-05,2.47150880016519
1992-03-06,2.46854791671155
1992-03-09,2.44474842086638
1992-03-10,2.41471195711791
1992-03-11,2.42829167061725
1992-03-12,2.50423945524156
1992-03-13,2.5472538758238
1992-03-16,2.57552441137942
1992-03-17,2.5637529276789
1992-03-18,2.52352138415525
1992-03-19,2.52622963729942
1992-03-20,2.62280513142601
1992-03-23,2.57748439473346
1992-03-24,2.59382944864011
1992-03-25,2.55924573372329
1992-03-26,2.58132750626475
1992-03-27,2.56023639309503
1992-03-30,2.54089786191524
1992-03-31,2.56961757645426
1992-04-01,2.47086568643783
1992-04-02,2.45831631785451
1992-04-03,2.30290175621209
1992-04-06,2.30404336518604
1992-04-07,2.34077031744094
1992-04-08,2.38254150007886
1992-04-09,2.30503915300191
1992-04-10,2.31087884780438
1992-04-13,2.30602197231466
1992-04-14,2.30456833886203
1992-04-15,2.2679123555134
1992-04-16,2.31565037990335
1992-04-20,2.37179099153476
1992-04-21,2.34066153314799
1992-04-22,2.3311414090152
1992-04-23,2.29154418415455
1992-04-24,2.25294679553935
1992-04-27,2.30135599782878
1992-04-28,2.29536891923833
1992-04-29,2.2716645702449
1992-04-30,2.28553215855877
1992-05-01,2.22346724529206
1992-05-04,2.24988427238933
1992-05-05,2.20326222783701
1992-05-06,2.19380980791613
1992-05-07,2.19502183424438
1992-05-08,2.13997842448886
1992-05-11,2.09951053836242
1992-05-12,2.05269628866997
1992-05-13,1.98844883314402
1992-05-14,2.00472967351145
1992-05-15,1.98268035819333
1992-05-18,1.99012069352698
1992-05-19,1.93658682722103
1992-05-20,1.96323279069811
1992-05-21,2.08184108615439
1992-05-22,2.01443296285574
1992-05-26,2.10028017318882
1992-05-27,2.12330098070252
1992-05-28,2.07594895155277
1992-05-29,2.06191575346498
1992-06-01,2.1347312608492
1992-06-02,2.11508994374108
1992-06-03,2.07515663864967
1992-06-04,2.06017514087472
1992-06-05,1.96158599478794
1992-06-08,1.91726966315167
1992-06-09,1.90099738290829
1992-06-10,1.8890846208453
1992-06-11,1.88270128899687
1992-06-12,1.83559552324268
1992-06-15,1.80564543634388
1992-06-16,1.74239079375457
1992-06-17,1.77474691907551
1992-06-18,1.81816173300794
1992-06-19,1.85917605462195
1992-06-22,1.88662624629104
1992-06-23,1.91385481628252
1992-06-24,1.87861612763818
1992-06-25,1.87135236578354
1992-06-26,1.88691101546553
1992-06-29,1.86974253364454
1992-06-30,1.86943401696054
1992-07-01,1.81055685497378
1992-07-02,1.64574124169033
1992-07-06,1.66278040957889
1992-07-07,1.68714392378433
1992-07-08,1.81973706903538
1992-07-09,1.81393473865444
1992-07-10,1.78922420533231
1992-07-13,1.8426311268458
1992-07-14,1.86570627934735
1992-07-15,1.95874677048795
1992-07-16,1.93735481988794
1992-07-17,1.96119742021481
1992-07-20,1.97172803938733
1992-07-21,1.95049675754514
1992-07-22,1.89269568129905
1992-07-23,1.82628968058522
1992-07-24,1.84957845786833
1992-07-27,1.85482176750831
1992-07-28,1.85570891346959
1992-07-29,1.92369622608224
1992-07-30,2.00817504067881
1992-07-31,2.00341028379571
1992-08-03,2.02851636089074
1992-08-04,2.07583263246859
1992-08-05,2.07256313188252
1992-08-06,2.06044078183709
1992-08-07,1.9692090846969
1992-08-10,1.98520616970597
1992-08-11,2.00966198072689
1992-08-12,2.0164559453153
1992-08-13,2.01919838807036
1992-08-14,1.97481388405282
1992-08-17,1.97837527352249
1992-08-18,1.94874920006914
1992-08-19,1.9404073100049
1992-08-20,1.94781343243162
1992-08-21,1.97671576103171
1992-08-24,2.10604882648439
1992-08-25,2.11876173468689
1992-08-26,2.09365246278151
1992-08-27,2.06758365418086
1992-08-28,1.97689610156675
1992-08-31,1.99566563601162
1992-09-01,1.94913344460161
1992-09-02,1.99315014262899
1992-09-03,2.00979111236575
1992-09-04,1.88464906875773
1992-09-08,1.87631666543025
1992-09-09,1.90694337046788
1992-09-10,1.93073096234213
1992-09-11,1.99441474129761
1992-09-14,2.06652801865879
1992-09-15,2.09326110852733
1992-09-16,2.13233889920835
1992-09-17,2.12822297694138
1992-09-18,2.1395975537738
1992-09-21,2.08061656729529
1992-09-22,2.08105634933168
1992-09-23,2.06281446161078
1992-09-24,2.0714890052215
1992-09-25,2.08152471342957
1992-09-28,2.10598326597895
1992-09-29,2.14169091563839
1992-09-30,2.14142430463432
1992-10-01,2.13667668631403
1992-10-02,2.11775407653803
1992-10-05,2.19303612307028
1992-10-06,2.24300010481901
1992-10-07,2.28477711251852
1992-10-08,2.26618929484842
1992-10-09,2.40139187191288
1992-10-12,2.41137954818209
1992-10-13,2.42880720053282
1992-10-14,2.46502659393684
1992-10-15,2.39519678370738
1992-10-16,2.36621015314167
1992-10-19,2.41850432091992
1992-10-20,2.65229014613468
1992-10-21,2.61134506755483
1992-10-22,2.61925984145862
1992-10-23,2.67860373796186
1992-10-26,2.708054473046
1992-10-27,2.67372299835633
1992-10-28,2.63206640129291
1992-10-29,2.52297038031577
1992-10-30,2.5727420950376
1992-11-02,2.61233162242952
1992-11-03,2.56873359168649
1992-11-04,2.41999973075152
1992-11-05,2.41702949705686
1992-11-06,2.34640062233728
1992-11-09,2.39251014696187
1992-11-10,2.35000010544494
1992-11-11,2.35673198477226
1992-11-12,2.37639389296209
1992-11-13,2.3755140542547
1992-11-16,2.54163276603511
1992-11-17,2.51695181795039
1992-11-18,2.51187950832761
1992-11-19,2.49879015048765
1992-11-20,2.52689437690016
1992-11-23,2.54253840619226
1992-11-24,2.50265399561698
1992-11-25,2.54917917942235
1992-11-27,2.57188423839871
1992-11-30,2.59964982483313
1992-12-01,2.5564755984783
1992-12-02,2.51062214495956
1992-12-03,2.46545079378308
1992-12-04,2.32836888329202
1992-12-07,2.30779685185447
1992-12-08,2.30805075804074
1992-12-09,2.34121565779704
1992-12-10,2.30908763298962
1992-12-11,2.32243460499279
1992-12-14,2.34554697589627
1992-12-15,2.3218643745284
1992-12-16,2.30052071741776
1992-12-17,2.29399141899423
1992-12-18,2.25276439131998
1992-12-21,2.22230372436393
1992-12-22,2.23092784593558
1992-12-23,2.24176163806639
1992-12-24,2.21571609123166
1992-12-28,2.25130603162769
1992-12-29,2.26429413750009
1992-12-30,2.31581851781068
1992-12-31,2.33694661530103
1993-01-04,2.40632027048503
1993-01-05,2.44189861230736
1993-01-06,2.41353819891159
1993-01-07,2.42684967004708
1993-01-08,2.31692390689547
1993-01-11,2.3393998710246
1993-01-12,2.32824539122223
1993-01-13,2.32504274900225
1993-01-14,2.28601994831115
1993-01-15,2.28624375578273
1993-01-18,2.31132228293575
1993-01-19,2.31310188642328
1993-01-20,2.27158295574496
1993-01-21,2.24955768780741
1993-01-22,2.18168023972013
1993-01-25,2.19691023708107
1993-01-26,2.21414714686538
1993-01-27,2.14450384064011
1993-01-28,2.12139452519002
1993-01-29,2.10529368093129
1993-02-01,2.10068565589052
1993-02-02,2.0987690892768
1993-02-03,2.07302407584015
1993-02-04,2.0560781897353
1993-02-05,1.92294270654233
1993-02-08,1.95515873683085
1993-02-09,2.04242125815082
1993-02-10,2.1182266680366
1993-02-11,2.05407574758739
1993-02-12,2.043293554392
1993-02-16,2.07012009873006
1993-02-17,2.04685018352305
1993-02-18,2.01220486780625
1993-02-19,2.00085731556335
1993-02-22,2.00025341638185
1993-02-23,1.96940099447403
1993-02-24,2.03461945050319
1993-02-25,2.04244383184294
1993-02-26,2.0010992675296
1993-03-01,1.95529868527693
1993-03-02,1.9847552043533
1993-03-03,1.97381026304056
1993-03-04,2.01687175105109
1993-03-05,2.12204971867126
1993-03-08,2.17438719081081
1993-03-09,2.18914467570973
1993-03-10,2.11260157880299
1993-03-11,2.03191632923881
1993-03-12,2.06780958955097
1993-03-15,2.07309356770632
1993-03-16,2.04234507278315
1993-03-17,2.03640876389029
1993-03-18,2.00192914475201
1993-03-19,2.01808734562604
1993-03-22,2.01854872146204
1993-03-23,1.9631168341468
1993-03-24,1.94429919437554
1993-03-25,1.87462654548606
1993-03-26,1.92134065904371
1993-03-29,1.91195026229207
1993-03-30,1.92788247856355
1993-03-31,1.93158857935883
1993-04-01,1.91265733082444
1993-04-02,1.86237565942051
1993-04-05,1.79645405256697
1993-04-06,1.69396836527251
1993-04-07,1.71209295827477
1993-04-08,1.66668827709184
1993-04-12,1.65121844853252
1993-04-13,1.68519939916936
1993-04-14,1.67744259667926
1993-04-15,1.68828095956958
1993-04-16,1.61255294112397
1993-04-19,1.62023172879587
1993-04-20,1.56909717932097
1993-04-21,1.49187219951237
1993-04-22,1.47744869354242
1993-04-23,1.49965150102921
1993-04-26,1.51357857169468
1993-04-27,1.54923300026473
1993-04-28,1.4977665295415
1993-04-29,1.48337290858943
1993-04-30,1.57322602657237
1993-05-03,1.55055037410091
1993-05-04,1.55331610935136
1993-05-05,1.58427597631063
1993-05-06,1.55994374714385
1993-05-07,1.44505642918099
1993-05-10,1.42599806357311
1993-05-11,1.431387931647
1993-05-12,1.44215346214532
1993-05-13,1.50471078964551
1993-05-14,1.58543714513097
1993-05-17,1.70074379814616
1993-05-18,1.7126951971552
1993-05-19,1.66690067547232
1993-05-20,1.62019646926591
1993-05-21,1.76609710174829
1993-05-24,1.88176464348223
1993-05-25,1.87834372195806
1993-05-26,1.87340324666742
1993-05-27,1.89933194179073
1993-05-28,1.9885712449967
1993-06-01,1.92392613807402
1993-06-02,1.95619699266684
1993-06-03,1.88428275477285
1993-06-04,2.06413491921287
1993-06-07,2.02767368640076
1993-06-08,2.032142445601
1993-06-09,1.95011990153094
1993-06-10,1.96241193146805
1993-06-11,1.78281957079242
1993-06-14,1.73534326765851
1993-06-15,1.68522159719228
1993-06-16,1.64318522710668
1993-06-17,1.61758745178019
1993-06-18,1.67316244231953
1993-06-21,1.66545071139746
1993-06-22,1.68152391301065
1993-06-23,1.66480451296288
1993-06-24,1.66550639815621
1993-06-25,1.64176052571065
1993-06-28,1.67989794327499
1993-06-29,1.6973673678536
1993-06-30,1.68900757279755
1993-07-01,1.6411063238859
1993-07-02,1.56563489948611
1993-07-06,1.65567233713468
1993-07-07,1.68104270859205
1993-07-08,1.61586678700204
1993-07-09,1.57847035205206
1993-07-12,1.57902868875979
1993-07-13,1.62502555771318
1993-07-14,1.55914126101564
1993-07-15,1.58901968553756
1993-07-16,1.56670782540257
1993-07-19,1.56210679816375
1993-07-20,1.62470288853386
1993-07-21,1.67111780350771
1993-07-22,1.7362205155146
1993-07-23,1.76802727194972
1993-07-26,1.72210604227067
1993-07-27,1.74137841573867
1993-07-28,1.72196823850714
1993-07-29,1.7178863491137
1993-07-30,1.71276875359599
1993-08-02,1.7295112995271
1993-08-03,1.72727474817641
1993-08-04,1.75621545274642
1993-08-05,1.72238603086004
1993-08-06,1.69760280215315
1993-08-09,1.65238787448817
1993-08-10,1.66094510181584
1993-08-11,1.64574987714875
1993-08-12,1.55696853031724
1993-08-13,1.51622536428591
1993-08-16,1.5132872852188
1993-08-17,1.49856273759419
1993-08-18,1.50023591356983
1993-08-19,1.45395021430865
1993-08-20,1.47436857095601
1993-08-23,1.4972917037942
1993-08-24,1.42524377437799
1993-08-25,1.44136095712058
1993-08-26,1.49367689527612
1993-08-27,1.5188434685121
1993-08-30,1.5499594523518
1993-08-31,1.57601310350338
1993-09-01,1.57786119547039
1993-09-02,1.57211722598232
1993-09-03,1.53672685718901
1993-09-07,1.54415493616569
